LoanProgID,ProjectCounty,ProjectState,ProgramType,ProgramDesc,JobsSupported,MethodID,SBABranchID
LP25414,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,54
LP25415,HAMPDEN,MA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,233
LP25416,SAN FRANCISCO,CA,7A,Guaranty,12,OTH 7A,10
LP25417,TULSA,OK,7A,Guaranty,18,OTH 7A,87
LP25418,BERNALILLO,NM,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,129
LP25419,DENVER,CO,7A,Guaranty,12,PLP,1
LP25420,PLACER,CA,7A,FA$TRK (Small Loan Express),40,SBA EXPRES,252
LP25421,ADAMS,CO,7A,Patriot Express,3,PATRIOT EX,218
LP25422,WAUKESHA,WI,7A,Guaranty,10,PLP,103
LP25423,WASHINGTON,MN,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,50
LP25424,SCIOTO,OH,7A,Small Asset Based,30,OTH 7A,238
LP25425,DICKINSON,MI,7A,Patriot Express,4,PATRIOT EX,97
LP25426,BLAIR,PA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,210
LP25427,OTTER TAIL,MN,7A,Community Express,4,COMM EXPRS,8
LP25428,SANGAMON,IL,7A,Guaranty,8,OTH 7A,138
LP25429,BENTON,AR,7A,Guaranty,2,OTH 7A,220
LP25430,HENDRICKS,IN,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,177
LP25431,ALLEGAN,MI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,258
LP25432,ADAMS,CO,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,115
LP25433,KENT,MI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,147
LP25434,HAMILTON,IN,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,162
LP25435,ALLEGAN,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,258
LP25436,LAFOURCHE,LA,7A,Gulf Opportunity,1,GO LOANS,346
LP25437,CLARK,NV,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,451
LP25438,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,35
LP25439,ADAMS,PA,7A,Rural Lender Advantage,5,RLA,181
LP25440,WAKE,NC,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,91
LP25441,MACOMB,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,48
LP25442,HENDRICKS,IN,7A,Guaranty,10,PLP,177
LP25443,DAVIS,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,36
LP25444,DUPAGE,IL,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,307
LP25445,JOHNSON,KS,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,422
LP25446,WYANDOT,OH,7A,Guaranty,0,PLP,447
LP25447,HARRIS,TX,7A,Community Express,4,COMM EXPRS,214
LP25448,FRANKLIN,MA,7A,Guaranty,1,PLP,476
LP25449,OCONTO,WI,7A,Guaranty,19,OTH 7A,105
LP25450,POLK,IA,7A,Guaranty,4,OTH 7A,160
LP25451,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,200
LP25452,ASHTABULA,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,35
LP25453,CLAY,MN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,8
LP25454,MARATHON,WI,7A,Patriot Express,1,PATRIOT EX,16
LP25455,CACHE,UT,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,36
LP25456,BUNCOMBE,NC,7A,Guaranty,21,PLP,387
LP25457,CLARK,WA,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,171
LP25458,SMITH,TX,7A,Guaranty,35,PLP,116
LP25459,LIBERTY,TX,7A,Guaranty,1,OTH 7A,63
LP25460,JOHNSON,KS,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,422
LP25461,UTAH,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,136
LP25462,SHERMAN,KS,7A,Guaranty,7,OTH 7A,198
LP25463,JEFFERSON,KY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,380
LP25464,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,14
LP25465,KNOX,TN,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,298
LP25466,FULTON,GA,7A,Guaranty,4,OTH 7A,320
LP25467,KENDALL,IL,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,172
LP25468,DELAWARE,PA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,235
LP25469,LINCOLN,NE,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,296
LP25470,DANE,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,156
LP25471,NASSAU,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,406
LP25472,LACKAWANNA,PA,7A,Guaranty,2,OTH 7A,309
LP25473,WORCESTER,MA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,333
LP25474,CATTARAUGUS,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,292
LP25475,DAKOTA,MN,7A,Guaranty,0,PLP,143
LP25476,CLEARWATER,MN,7A,Community Express,37,COMM EXPRS,8
LP25477,MIDDLESEX,MA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,21
LP25478,TULSA,OK,7A,Guaranty,5,OTH 7A,87
LP25479,TRAVIS,TX,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,381
LP25480,DUVAL,FL,7A,Guaranty,3,PLP,345
LP25481,MCLENNAN,TX,7A,Guaranty,30,PLP,460
LP25482,SHEBOYGAN,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,26
LP25483,CATTARAUGUS,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,292
LP25484,STANISLAUS,CA,7A,Guaranty,10,PLP,388
LP25485,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,262
LP25486,SHELBY,TN,7A,Guaranty,21,OTH 7A,369
LP25487,CHEMUNG,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,240
LP25488,ALLEGHENY,PA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,300
LP25489,MCHENRY,IL,7A,Guaranty,5,OTH 7A,307
LP25490,JOHNSON,IA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,98
LP25491,MARINETTE,WI,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,105
LP25492,PASCO,FL,7A,Community Express,2,COMM EXPRS,419
LP25493,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,339
LP25494,SAN DIEGO,CA,7A,Guaranty,4,PLP,377
LP25495,LAFAYETTE,LA,7A,Guaranty,20,OTH 7A,125
LP25496,LORAIN,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,237
LP25497,DOUGLAS,NE,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,217
LP25498,PIMA,AZ,7A,FA$TRK (Small Loan Express),70,SBA EXPRES,132
LP25499,BERKS,PA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,278
LP25500,LORAIN,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,237
LP25501,JEFFERSON,CO,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,115
LP25502,OAKLAND,MI,7A,Guaranty,30,OTH 7A,366
LP25503,CASCADE,MT,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,123
LP25504,KANE,IL,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,172
LP25505,TRAVIS,TX,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,381
LP25506,LAFAYETTE,LA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,125
LP25507,MADISON,AL,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,72
LP25508,MERRIMACK,NH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,291
LP25509,MADISON,IL,7A,Guaranty,3,OTH 7A,407
LP25510,WAYNE,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,508
LP25511,WASHINGTON,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,54
LP25512,YATES,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,439
LP25513,NEW YORK,NY,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,78
LP25514,PROVIDENCE,RI,7A,Guaranty,0,PLP,107
LP25515,MONROE,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,31
LP25516,SULLIVAN,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,440
LP25517,GRAND TRAVERSE,MI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,97
LP25518,WINNEBAGO,WI,7A,Guaranty,180,OTH 7A,26
LP25519,YATES,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,439
LP25520,PLACER,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,252
LP25521,DESOTO,MS,7A,FA$TRK (Small Loan Express),70,SBA EXPRES,396
LP25522,HILLSBOROUGH,NH,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,291
LP25523,SAINT JOHNS,FL,7A,Patriot Express,3,PATRIOT EX,345
LP25524,HERNANDO,FL,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,310
LP25525,BURLINGTON,NJ,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,289
LP25526,WALLA WALLA,WA,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,178
LP25527,HILLSBOROUGH,NH,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,291
LP25528,FORT BEND,TX,7A,Guaranty,5,OTH 7A,405
LP25529,SAINT LOUIS,MN,7A,Community Express,4,COMM EXPRS,66
LP25530,BARRY,MI,7A,FA$TRK (Small Loan Express),29,SBA EXPRES,147
LP25531,ORANGE,NC,7A,Community Express,6,COMM EXPRS,91
LP25532,MISSOULA,MT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,123
LP25533,VANDERBURGH,IN,7A,Rural Lender Advantage,2,RLA,394
LP25534,GARLAND,AR,7A,Patriot Express,1,PATRIOT EX,242
LP25535,LANCASTER,NE,7A,Patriot Express,9,PATRIOT EX,114
LP25536,KING,WA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,325
LP25537,NEWPORT,RI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,262
LP25538,POLK,IA,7A,Guaranty,3,OTH 7A,160
LP25539,MINNEHAHA,SD,7A,Rural Lender Advantage,1,RLA,164
LP25540,SHEBOYGAN,WI,7A,Guaranty,8,PLP,26
LP25541,EAU CLAIRE,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,119
LP25542,DENVER,CO,7A,FA$TRK (Small Loan Express),29,SBA EXPRES,1
LP25543,SUMMIT,CO,7A,Guaranty,1,OTH 7A,56
LP25544,WAUKESHA,WI,7A,Guaranty,42,PLP,103
LP25545,YATES,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,439
LP25546,FAIRFAX,VA,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,322
LP25547,LOS ANGELES,CA,7A,Community Express,1,COMM EXPRS,184
LP25548,OKLAHOMA,OK,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,384
LP25549,BALTIMORE,MD,7A,Guaranty,30,OTH 7A,236
LP25550,ALLEN,IN,7A,Guaranty,2,OTH 7A,5
LP25551,RENO,KS,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,198
LP25552,NEW YORK,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,169
LP25553,DODGE,NE,7A,Guaranty,51,OTH 7A,114
LP25554,WILL,IL,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,472
LP25555,JEFFERSON,WI,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,89
LP25556,GRAYS HARBOR,WA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,83
LP25557,UINTAH,UT,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,36
LP25558,FORSYTH,NC,7A,Guaranty,4,OTH 7A,435
LP25559,WASHINGTON,OR,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,152
LP25560,FORT BEND,TX,7A,Guaranty,2,OTH 7A,405
LP25561,BRISTOL,RI,7A,Guaranty,9,OTH 7A,262
LP25562,KNOX,TN,7A,Patriot Express,3,PATRIOT EX,298
LP25563,LAFAYETTE,LA,7A,Guaranty,15,OTH 7A,125
LP25564,FALL RIVER,SD,7A,Patriot Express,2,PATRIOT EX,164
LP25565,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,223
LP25566,PHILADELPHIA,PA,7A,Guaranty,10,PLP,235
LP25567,PIERCE,WA,7A,Guaranty,40,PLP,83
LP25568,LARIMER,CO,7A,Patriot Express,2,PATRIOT EX,414
LP25569,BUCHANAN,IA,7A,Guaranty,1,OTH 7A,126
LP25570,MIDDLESEX,MA,7A,Rural Lender Advantage,1,RLA,333
LP25571,CHAUTAUQUA,NY,7A,Guaranty,3,OTH 7A,292
LP25572,OKALOOSA,FL,7A,Guaranty,33,PLP,88
LP25573,LOS ANGELES,CA,7A,Guaranty,19,PLP,347
LP25574,GRANT,WA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,178
LP25575,QUEENS,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,358
LP25576,MONTGOMERY,OH,7A,Community Express,3,COMM EXPRS,326
LP25577,DANE,WI,7A,Rural Lender Advantage,5,RLA,156
LP25578,CLARK,KY,7A,Community Express,14,COMM EXPRS,64
LP25579,WASHINGTON,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,54
LP25580,KING,WA,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,325
LP25581,PIKE,MS,7A,Gulf Opportunity,3,GO LOANS,133
LP25582,PENNINGTON,SD,7A,Guaranty,3,OTH 7A,164
LP25583,WARREN,IA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,160
LP25584,WATAUGA,NC,7A,Patriot Express,11,PATRIOT EX,435
LP25585,MONONGALIA,WV,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,44
LP25586,UTAH,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,136
LP25587,OZAUKEE,WI,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,103
LP25588,NEWTON,MS,7A,Guaranty,2,OTH 7A,133
LP25589,VENTURA,CA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,282
LP25590,ROCKLAND,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,421
LP25591,DUPAGE,IL,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,307
LP25592,FORSYTH,GA,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,163
LP25593,JASPER,MO,7A,Guaranty,13,PLP,45
LP25594,CLARK,NV,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,206
LP25595,WASHINGTON,MN,7A,FA$TRK (Small Loan Express),34,SBA EXPRES,50
LP25596,CAMPBELL,VA,7A,Guaranty,250,PLP,191
LP25597,MEADE,SD,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,164
LP25598,MIDDLESEX,NJ,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,401
LP25599,MONROE,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,480
LP25600,SANTA CLARA,CA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,400
LP25601,CROW WING,MN,7A,Guaranty,25,PLP,66
LP25602,SCHENECTADY,NY,7A,Guaranty,10,PLP,158
LP25603,JACKSON,OR,7A,Guaranty,2,PLP,263
LP25604,HARRIS,TX,7A,Community Express,6,COMM EXPRS,70
LP25605,PLYMOUTH,MA,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,90
LP25606,TRAVIS,TX,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,381
LP25607,YAVAPAI,AZ,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,92
LP25608,CLINTON,MO,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,420
LP25609,SHASTA,CA,7A,Guaranty,2,PLP,139
LP25610,SALT LAKE,UT,7A,Guaranty,12,PLP,140
LP25611,UNION,NJ,7A,Guaranty,16,PLP,142
LP25612,SAN MIGUEL,NM,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,195
LP25613,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,52
LP25614,KOSCIUSKO,IN,7A,Community Express,2,COMM EXPRS,5
LP25615,OZAUKEE,WI,7A,Guaranty,3,PLP,103
LP25616,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,153
LP25617,WAKE,NC,7A,Patriot Express,3,PATRIOT EX,91
LP25618,BRISTOL,MA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,175
LP25619,DENVER,CO,7A,Guaranty,29,PLP,1
LP25620,KING,WA,7A,FA$TRK (Small Loan Express),16,SBA EXPRES,325
LP25621,JACKSON,OR,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,263
LP25622,WORCESTER,MD,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,348
LP25623,ALLEGHENY,PA,7A,FA$TRK (Small Loan Express),21,SBA EXPRES,375
LP25624,KANE,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,54
LP25625,MONMOUTH,NJ,7A,Guaranty,5,PLP,401
LP25626,LOS ANGELES,CA,7A,Guaranty,8,PLP,190
LP25627,ESSEX,MA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,21
LP25628,SACRAMENTO,CA,7A,Guaranty,4,PLP,2
LP25629,CLARK,NV,7A,Guaranty,6,CLP,451
LP25630,SUFFOLK,NY,7A,Guaranty,4,PLP,30
LP25631,ANDROSCOGGIN,ME,7A,FA$TRK (Small Loan Express),40,SBA EXPRES,55
LP25632,PROVIDENCE,RI,7A,Guaranty,12,PLP,107
LP25633,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,303
LP25634,KENTON,KY,7A,Guaranty,12,PLP,382
LP25635,ROUTT,CO,7A,Community Express,1,COMM EXPRS,201
LP25636,WASHINGTON,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,54
LP25637,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),101,SBA EXPRES,132
LP25638,MANITOWOC,WI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,26
LP25639,DESOTO,MS,7A,Patriot Express,8,PATRIOT EX,396
LP25640,ORANGE,FL,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,230
LP25641,SNOHOMISH,WA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,305
LP25642,KING,WA,7A,Guaranty,12,PLP,305
LP25643,SUFFOLK,NY,7A,Guaranty,8,PLP,411
LP25644,CLEVELAND,NC,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,449
LP25645,SAINT LOUIS,MO,7A,Guaranty,140,OTH 7A,113
LP25646,RIVERSIDE,CA,7A,Guaranty,21,PLP,248
LP25647,DALLAS,TX,7A,Guaranty,6,PLP,46
LP25648,COLUMBIA,GA,7A,Guaranty,3,PLP,486
LP25649,ESSEX,MA,7A,Community Express,1,COMM EXPRS,333
LP25650,MAHONING,OH,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,203
LP25651,MONROE,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,31
LP25652,HARRIS,TX,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,485
LP25653,MULTNOMAH,OR,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,171
LP25654,DAVIS,UT,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,36
LP25655,MORRISON,MN,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,66
LP25656,QUEENS,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,358
LP25657,MONROE,NY,7A,Guaranty,8,PLP,31
LP25658,KAUFMAN,TX,7A,Guaranty,6,PLP,332
LP25659,BREVARD,FL,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,271
LP25660,PECOS,TX,7A,Guaranty,7,OTH 7A,457
LP25661,NORTHUMBERLAND,VA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,432
LP25662,GWINNETT,GA,7A,Guaranty,4,OTH 7A,17
LP25663,HARRIS,TX,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,342
LP25664,MADISON,NY,7A,Guaranty,11,PLP,122
LP25665,PHILADELPHIA,PA,7A,Patriot Express,5,PATRIOT EX,243
LP25666,HILLSBOROUGH,FL,7A,Guaranty,11,PLP,354
LP25667,BURLEIGH,ND,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,144
LP25668,GREGG,TX,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,116
LP25669,DUCHESNE,UT,7A,Guaranty,15,PLP,36
LP25670,DAVIDSON,TN,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,334
LP25671,BENTON,WA,7A,Rural Lender Advantage,7,RLA,178
LP25672,WALWORTH,WI,7A,Rural Lender Advantage,4,RLA,89
LP25673,ESSEX,MA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,21
LP25674,DUVAL,FL,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,345
LP25675,SANBORN,SD,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,164
LP25676,ROSS,OH,7A,Guaranty,10,PLP,121
LP25677,ESSEX,MA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,21
LP25678,LOS ANGELES,CA,7A,Revolving Line of Credit Exports - Sec. 7(a) (14),4,EWCP,153
LP25679,COLLIN,TX,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,46
LP25680,CLARK,NV,7A,FA$TRK (Small Loan Express),52,SBA EXPRES,241
LP25681,MISSOULA,MT,7A,Guaranty,24,OTH 7A,123
LP25682,SENECA,OH,7A,Community Express,3,COMM EXPRS,488
LP25683,PAULDING,OH,7A,Guaranty,14,PLP,338
LP25684,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,339
LP25685,DAVIDSON,TN,7A,Community Express,5,COMM EXPRS,334
LP25686,DAVIDSON,TN,7A,Community Express,5,COMM EXPRS,334
LP25687,CONTRA COSTA,CA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,173
LP25688,JACKSON,OR,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,263
LP25689,JACKSON,MI,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,145
LP25690,LOS ANGELES,CA,7A,Community Express,1,COMM EXPRS,14
LP25691,FULTON,GA,7A,Guaranty,19,OTH 7A,58
LP25692,COOK,IL,7A,FA$TRK (Small Loan Express),50,SBA EXPRES,306
LP25693,WESTCHESTER,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,327
LP25694,ESSEX,NY,7A,Guaranty,32,OTH 7A,269
LP25695,JEFFERSON,KY,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,380
LP25696,DURHAM,NC,7A,Community Express,2,COMM EXPRS,91
LP25697,HARRIS,TX,7A,Guaranty,12,PLP,485
LP25698,TARRANT,TX,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,154
LP25699,BOYLE,KY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,380
LP25700,GRAND,UT,7A,FA$TRK (Small Loan Express),17,SBA EXPRES,140
LP25701,WORCESTER,MA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,441
LP25702,ORANGE,CA,7A,FA$TRK (Small Loan Express),29,SBA EXPRES,204
LP25703,KENT,DE,7A,Patriot Express,11,PATRIOT EX,370
LP25704,RENSSELAER,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,158
LP25705,SACRAMENTO,CA,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,321
LP25706,SIMPSON,MS,7A,Gulf Opportunity,4,GO LOANS,133
LP25707,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,52
LP25708,BINGHAM,ID,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,82
LP25709,FULTON,GA,7A,Guaranty,1,OTH 7A,320
LP25710,DOUGLAS,MN,7A,Rural Lender Advantage,2,RLA,8
LP25711,SUMMIT,OH,7A,Guaranty,6,PLP,35
LP25712,EFFINGHAM,GA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,486
LP25713,SAINT LOUIS,MO,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,290
LP25714,SAINT LOUIS CITY,MO,7A,Guaranty,50,OTH 7A,113
LP25715,HILLSBOROUGH,NH,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,291
LP25716,ESSEX,MA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,21
LP25717,OKLAHOMA,OK,7A,Revolving Line of Credit Exports - Sec. 7(a) (14),4,EWCP,378
LP25718,KENT,MI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,147
LP25719,PALM BEACH,FL,7A,Guaranty,5,PLP,312
LP25720,CONTRA COSTA,CA,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,173
LP25721,WAYNE,MI,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,59
LP25722,MONTGOMERY,OH,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,326
LP25723,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,54
LP25724,NORMAN,MN,7A,Community Express,4,COMM EXPRS,8
LP25725,MONROE,MS,7A,Patriot Express,70,PATRIOT EX,396
LP25726,HENDRICKS,IN,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,177
LP25727,KANE,IL,7A,Guaranty,0,PLP,62
LP25728,MONROE,MS,7A,Patriot Express,70,PATRIOT EX,396
LP25729,FREDERICK,MD,7A,Guaranty,10,OTH 7A,446
LP25730,DUPAGE,IL,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,430
LP25731,WOOD,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,79
LP25732,ARAPAHOE,CO,7A,Guaranty,5,OTH 7A,218
LP25733,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,107
LP25734,COOK,IL,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,306
LP25735,TARRANT,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,154
LP25736,MERRIMACK,NH,7A,Rural Lender Advantage,19,RLA,291
LP25737,WINNEBAGO,WI,7A,Rural Lender Advantage,4,RLA,105
LP25738,PORTAGE,WI,7A,Guaranty,2,OTH 7A,119
LP25739,MARICOPA,AZ,7A,Guaranty,7,PLP,303
LP25740,KINGS,NY,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,197
LP25741,PAULDING,OH,7A,509 - DEALER FLOOR PLAN,19,DFP,338
LP25742,CULLMAN,AL,7A,FA$TRK (Small Loan Express),37,SBA EXPRES,245
LP25743,NEW YORK,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,78
LP25744,LACKAWANNA,PA,7A,Rural Lender Advantage,19,RLA,309
LP25745,ALBANY,NY,7A,Guaranty,47,OTH 7A,158
LP25746,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,223
LP25747,SIMPSON,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP25748,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,14
LP25749,COOK,IL,7A,Guaranty,72,OTH 7A,62
LP25750,BINGHAM,ID,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,82
LP25751,CHITTENDEN,VT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,37
LP25752,COOK,IL,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,62
