LoanTransID,BankGrossApproval,SBAGuaranteedApproval,FirstDisbursementDate,InitialInterestRate,TermInMonths,PaidInFullDate,LoanBorrID,BankID,LoanDetailID,LoanProgID
32956,4145100,3108825,1/1/2012,4.75,300,8/31/2015,LB32956,32956,32956,LP32956
32957,50000,25000,11/1/2011,6,120,12/31/2019,LB32957,32957,32957,LP32957
32958,25000,12500,12/1/2011,4.75,84,10/31/2018,LB32958,32958,32958,LP32958
32959,30000,15000,10/14/2011,6.25,84,3/31/2014,LB32959,32959,32959,LP32959
32960,75000,37500,10/14/2011,7.25,60,1/31/2017,LB32960,32960,32960,LP32960
32961,558700,419025,11/1/2011,6.5,299,11/30/2017,LB32961,32961,32961,LP32961
32962,10000,5000,12/1/2011,4.25,84,10/31/2014,LB32962,32962,32962,LP32962
32963,750000,562500,12/1/2011,5.5,60,5/31/2018,LB32963,32963,32963,LP32963
32964,50000,25000,11/1/2011,6.99,12,10/31/2012,LB32964,32964,32964,LP32964
32965,446300,334725,11/1/2011,6,240,9/30/2015,LB32965,32965,32965,LP32965
32966,150000,75000,10/25/2011,6,35,4/30/2014,LB32966,32966,32966,LP32966
32967,10000,5000,10/14/2011,9.75,60,11/30/2016,LB32967,32967,32967,LP32967
32968,25000,12500,3/1/2012,6.5,84,5/31/2020,LB32968,32968,32968,LP32968
32969,30000,15000,10/14/2011,6.31,72,5/31/2013,LB32969,32969,32969,LP32969
32970,150000,75000,3/1/2012,5.5,84,4/30/2016,LB32970,32970,32970,LP32970
32971,10000,5000,11/1/2011,8.15,84,10/31/2013,LB32971,32971,32971,LP32971
32972,50000,25000,12/1/2011,9.75,84,5/31/2015,LB32972,32972,32972,LP32972
32973,150000,75000,10/14/2011,7,84,12/31/2013,LB32973,32973,32973,LP32973
32974,85000,42500,10/14/2011,4.71,60,2/28/2013,LB32974,32974,32974,LP32974
32975,100000,50000,11/1/2011,7.75,60,5/31/2015,LB32975,32975,32975,LP32975
32976,277000,207750,1/1/2012,6,120,6/30/2017,LB32976,32976,32976,LP32976
32977,20000,10000,10/15/2011,7.4,84,1/31/2015,LB32977,32977,32977,LP32977
32978,15000,7500,10/15/2011,7.4,84,1/31/2015,LB32978,32978,32978,LP32978
32979,30500,15250,10/15/2011,8.75,84,3/31/2014,LB32979,32979,32979,LP32979
32980,22300,11150,10/15/2011,8.75,84,8/31/2014,LB32980,32980,32980,LP32980
32981,150000,75000,10/15/2011,5.05,84,4/30/2018,LB32981,32981,32981,LP32981
32982,76000,38000,10/15/2011,7.25,60,4/30/2016,LB32982,32982,32982,LP32982
32983,1770000,1327500,12/1/2011,5.75,84,1/31/2014,LB32983,32983,32983,LP32983
32984,85000,72250,1/1/2012,5.5,62,1/31/2017,LB32984,32984,32984,LP32984
32985,125000,62500,10/17/2011,7.15,84,1/31/2015,LB32985,32985,32985,LP32985
32986,96900,82365,12/1/2011,6,84,6/30/2013,LB32986,32986,32986,LP32986
32987,5000,2500,11/1/2011,9.75,60,5/31/2013,LB32987,32987,32987,LP32987
32988,250000,125000,11/1/2011,7.25,84,6/30/2015,LB32988,32988,32988,LP32988
32989,369000,276750,10/17/2011,5.5,300,5/31/2018,LB32989,32989,32989,LP32989
32990,180000,135000,11/1/2011,5.5,120,2/28/2013,LB32990,32990,32990,LP32990
32991,100000,50000,10/17/2011,7.25,84,6/30/2015,LB32991,32991,32991,LP32991
32992,80000,40000,10/17/2011,5.25,60,10/31/2016,LB32992,32992,32992,LP32992
32993,27000,13500,1/1/2012,7.4,84,1/31/2015,LB32993,32993,32993,LP32993
32994,1745000,1308750,11/1/2011,6,300,12/31/2014,LB32994,32994,32994,LP32994
32995,270000,135000,10/17/2011,6.2,113,5/31/2016,LB32995,32995,32995,LP32995
32996,75500,37750,11/1/2011,6,90,5/31/2017,LB32996,32996,32996,LP32996
32997,121000,102850,1/1/2012,5.5,48,8/31/2013,LB32997,32997,32997,LP32997
32998,350000,175000,2/1/2012,7.7,84,6/30/2014,LB32998,32998,32998,LP32998
32999,87000,73950,11/1/2011,6,84,8/31/2015,LB32999,32999,32999,LP32999
33000,1000000,750000,1/1/2012,5.25,84,11/30/2018,LB33000,33000,33000,LP33000
33001,515000,386250,11/1/2011,6,120,10/31/2018,LB33001,33001,33001,LP33001
33002,25000,12500,10/17/2011,9.75,84,10/31/2018,LB33002,33002,33002,LP33002
33003,877000,657750,1/1/2012,5.74,120,8/31/2015,LB33003,33003,33003,LP33003
33004,516000,387000,10/17/2011,5.5,300,6/30/2016,LB33004,33004,33004,LP33004
33005,25000,12500,10/17/2011,7.4,84,7/31/2014,LB33005,33005,33005,LP33005
33006,30000,15000,10/17/2011,6.25,84,3/31/2020,LB33006,33006,33006,LP33006
33007,1500000,1350000,11/1/2011,7.5,12,12/31/2012,LB33007,33007,33007,LP33007
33008,5000,2500,11/1/2011,9.75,84,8/31/2012,LB33008,33008,33008,LP33008
33009,46700,23350,10/17/2011,8.75,84,7/31/2014,LB33009,33009,33009,LP33009
33010,10000,5000,10/17/2011,7.4,84,5/31/2017,LB33010,33010,33010,LP33010
33011,50000,25000,10/17/2011,5.25,108,12/31/2018,LB33011,33011,33011,LP33011
33012,112000,95200,11/1/2011,6,240,6/30/2019,LB33012,33012,33012,LP33012
33013,15000,7500,11/1/2011,6,120,6/30/2015,LB33013,33013,33013,LP33013
33014,875000,656250,3/1/2012,6,300,9/30/2018,LB33014,33014,33014,LP33014
33015,20000,10000,11/1/2011,6,36,1/31/2013,LB33015,33015,33015,LP33015
33016,50000,25000,10/17/2011,6.25,84,4/30/2014,LB33016,33016,33016,LP33016
33017,350000,175000,10/17/2011,4.45,84,2/29/2016,LB33017,33017,33017,LP33017
33018,4292000,3219000,11/1/2011,5.25,120,10/31/2014,LB33018,33018,33018,LP33018
33019,131000,111350,3/1/2012,5.5,48,2/28/2014,LB33019,33019,33019,LP33019
33020,30000,15000,12/1/2011,8.4,60,6/30/2016,LB33020,33020,33020,LP33020
33021,319100,239325,10/17/2011,5.99,120,3/31/2018,LB33021,33021,33021,LP33021
33022,104800,89080,11/1/2011,6,120,10/31/2019,LB33022,33022,33022,LP33022
33023,511300,383475,11/1/2011,6,120,10/31/2018,LB33023,33023,33023,LP33023
33024,16900,8450,10/17/2011,8.75,60,10/31/2012,LB33024,33024,33024,LP33024
33025,40000,34000,11/1/2011,7,126,8/31/2013,LB33025,33025,33025,LP33025
33026,439536,329652,11/1/2011,7,120,12/31/2013,LB33026,33026,33026,LP33026
33027,28500,24225,11/1/2011,8.59,120,8/31/2016,LB33027,33027,33027,LP33027
33028,10000,5000,10/17/2011,9.75,29,4/30/2019,LB33028,33028,33028,LP33028
33029,100000,50000,10/1/2012,6,120,12/31/2018,LB33029,33029,33029,LP33029
33030,1550000,1162500,2/1/2012,6,300,4/30/2016,LB33030,33030,33030,LP33030
33031,35000,17500,11/1/2011,9.34,84,8/31/2017,LB33031,33031,33031,LP33031
33032,2045000,1533750,10/17/2011,5.25,300,1/31/2014,LB33032,33032,33032,LP33032
33033,300000,150000,10/1/2012,6.5,84,11/30/2019,LB33033,33033,33033,LP33033
33034,40000,20000,10/17/2011,7.9,84,11/30/2016,LB33034,33034,33034,LP33034
33035,50000,25000,10/17/2011,4.25,84,1/31/2016,LB33035,33035,33035,LP33035
33036,928000,696000,10/17/2011,5,305,11/30/2016,LB33036,33036,33036,LP33036
33037,59600,29800,11/1/2011,5.99,60,1/31/2015,LB33037,33037,33037,LP33037
33038,10000,8500,10/17/2011,8,96,10/31/2019,LB33038,33038,33038,LP33038
33039,150000,127500,12/1/2011,6,120,2/28/2019,LB33039,33039,33039,LP33039
33040,1364000,1023000,11/1/2011,5.25,300,10/31/2018,LB33040,33040,33040,LP33040
33041,75000,37500,12/1/2011,6,77,9/30/2017,LB33041,33041,33041,LP33041
33042,343000,257250,1/1/2012,6,120,9/30/2015,LB33042,33042,33042,LP33042
33043,232000,116000,1/1/2012,4.75,66,7/31/2016,LB33043,33043,33043,LP33043
33044,10000,5000,10/17/2011,9.75,84,5/31/2018,LB33044,33044,33044,LP33044
33045,40000,20000,1/1/2012,8.01,63,5/31/2017,LB33045,33045,33045,LP33045
33046,25000,12500,10/17/2011,8.24,84,9/30/2016,LB33046,33046,33046,LP33046
33047,50000,25000,10/17/2011,5.25,24,10/31/2013,LB33047,33047,33047,LP33047
33048,175000,131250,10/17/2011,6,84,8/31/2017,LB33048,33048,33048,LP33048
33049,100000,50000,11/1/2011,6.75,83,6/30/2019,LB33049,33049,33049,LP33049
33050,2287000,1715250,11/1/2011,5.75,120,8/31/2013,LB33050,33050,33050,LP33050
33051,105000,52500,2/1/2015,4.25,60,12/31/2018,LB33051,33051,33051,LP33051
33052,20000,10000,2/1/2014,9.75,84,10/31/2018,LB33052,33052,33052,LP33052
33053,250000,125000,10/17/2011,5.49,84,6/30/2015,LB33053,33053,33053,LP33053
33054,150000,127500,11/1/2011,5.25,120,3/31/2017,LB33054,33054,33054,LP33054
33055,150000,75000,12/1/2011,6,84,12/31/2018,LB33055,33055,33055,LP33055
33056,125700,62850,1/1/2012,6.5,46,12/31/2015,LB33056,33056,33056,LP33056
33057,25000,12500,10/17/2011,8.24,84,8/31/2016,LB33057,33057,33057,LP33057
33058,113500,56750,10/17/2011,5.5,84,9/30/2017,LB33058,33058,33058,LP33058
33059,81300,40650,10/17/2011,6.5,84,12/31/2017,LB33059,33059,33059,LP33059
33060,40000,20000,11/1/2011,9.75,84,1/31/2014,LB33060,33060,33060,LP33060
33061,48000,40800,11/1/2011,6,120,10/31/2018,LB33061,33061,33061,LP33061
33062,150000,127500,10/17/2011,6,60,10/31/2016,LB33062,33062,33062,LP33062
33063,49500,24750,11/1/2011,5.55,62,12/31/2016,LB33063,33063,33063,LP33063
33064,30000,15000,11/1/2011,6.75,84,1/31/2015,LB33064,33064,33064,LP33064
33065,260000,195000,1/1/2012,5,84,9/30/2013,LB33065,33065,33065,LP33065
33066,150000,127500,6/1/2012,6.45,54,6/30/2016,LB33066,33066,33066,LP33066
33067,15000,7500,11/1/2011,6,71,11/30/2017,LB33067,33067,33067,LP33067
33068,50000,25000,4/1/2012,9.75,84,6/30/2013,LB33068,33068,33068,LP33068
33069,5300,4505,10/17/2011,8.25,36,7/31/2014,LB33069,33069,33069,LP33069
33070,547000,410250,12/1/2011,5.25,300,6/30/2018,LB33070,33070,33070,LP33070
33071,500000,375000,11/1/2011,5.95,84,2/28/2015,LB33071,33071,33071,LP33071
33072,130500,65250,10/17/2011,7.75,120,11/30/2016,LB33072,33072,33072,LP33072
33073,146000,73000,10/17/2011,5.5,60,2/28/2017,LB33073,33073,33073,LP33073
33074,10000,5000,12/1/2011,8.15,84,10/31/2013,LB33074,33074,33074,LP33074
33075,15000,7500,11/1/2011,9.34,84,12/31/2016,LB33075,33075,33075,LP33075
33076,604000,453000,1/1/2012,5.25,300,9/30/2019,LB33076,33076,33076,LP33076
33077,25000,12500,10/17/2011,8.5,84,4/30/2016,LB33077,33077,33077,LP33077
33078,45000,22500,10/17/2011,6,39,4/30/2013,LB33078,33078,33078,LP33078
33079,12000,6000,10/31/2013,8.5,84,10/31/2013,LB33079,33079,33079,LP33079
33080,989200,741900,1/1/2012,5.25,240,7/31/2014,LB33080,33080,33080,LP33080
33081,120000,60000,12/1/2011,5.25,12,2/28/2013,LB33081,33081,33081,LP33081
33082,75000,37500,4/1/2012,5.25,84,7/31/2015,LB33082,33082,33082,LP33082
33083,25000,12500,10/18/2011,7.4,84,1/31/2015,LB33083,33083,33083,LP33083
33084,139000,118150,11/1/2011,6.25,96,8/31/2017,LB33084,33084,33084,LP33084
33085,496800,372600,11/1/2011,5.27,300,10/31/2019,LB33085,33085,33085,LP33085
33086,1550000,1162500,10/18/2011,5.75,300,11/30/2014,LB33086,33086,33086,LP33086
33087,10000,5000,10/18/2011,9.25,84,10/31/2015,LB33087,33087,33087,LP33087
33088,30000,15000,11/1/2011,9.25,84,5/31/2012,LB33088,33088,33088,LP33088
33089,10000,5000,11/1/2011,7.5,60,10/31/2016,LB33089,33089,33089,LP33089
33090,645000,483750,12/1/2011,6.75,180,2/29/2016,LB33090,33090,33090,LP33090
33091,5000,2500,10/31/2011,7.5,60,10/31/2016,LB33091,33091,33091,LP33091
33092,109500,93075,11/1/2011,6,84,5/31/2013,LB33092,33092,33092,LP33092
33093,5000,2500,11/1/2011,7.5,60,10/31/2016,LB33093,33093,33093,LP33093
33094,530000,397500,11/1/2011,6,120,4/30/2019,LB33094,33094,33094,LP33094
33095,15000,7500,2/1/2012,4.5,84,2/28/2014,LB33095,33095,33095,LP33095
33096,15000,7500,5/1/2014,8.84,84,11/30/2018,LB33096,33096,33096,LP33096
33097,10000,5000,11/1/2011,9,36,9/30/2014,LB33097,33097,33097,LP33097
33098,10000,5000,12/1/2011,7.25,84,7/31/2016,LB33098,33098,33098,LP33098
33099,15000,7500,10/18/2011,8.24,60,1/31/2017,LB33099,33099,33099,LP33099
33100,27000,13500,10/18/2011,8.75,84,11/30/2011,LB33100,33100,33100,LP33100
33101,250000,125000,10/18/2011,6,240,4/30/2016,LB33101,33101,33101,LP33101
33102,50000,25000,3/1/2012,9.31,84,5/31/2013,LB33102,33102,33102,LP33102
33103,15000,7500,10/18/2011,7.74,34,1/31/2019,LB33103,33103,33103,LP33103
33104,86000,73100,4/1/2012,6,84,7/31/2013,LB33104,33104,33104,LP33104
33105,250000,187500,12/1/2011,6,122,3/31/2017,LB33105,33105,33105,LP33105
33106,25000,12500,10/18/2011,8.5,84,5/31/2017,LB33106,33106,33106,LP33106
33107,25000,12500,11/1/2011,6,36,9/30/2015,LB33107,33107,33107,LP33107
33108,700000,525000,11/1/2011,5.25,300,7/31/2014,LB33108,33108,33108,LP33108
33109,50000,25000,10/18/2011,7.03,60,2/29/2012,LB33109,33109,33109,LP33109
33110,30500,15250,10/18/2011,8.75,84,4/30/2018,LB33110,33110,33110,LP33110
33111,25000,12500,11/1/2011,7.25,84,6/30/2013,LB33111,33111,33111,LP33111
33112,20200,10100,12/1/2011,8,60,11/30/2016,LB33112,33112,33112,LP33112
33113,747000,560250,12/1/2011,6,87,5/31/2018,LB33113,33113,33113,LP33113
33114,2750000,2062500,11/1/2011,6,120,10/31/2013,LB33114,33114,33114,LP33114
33115,50000,25000,3/1/2012,6,84,11/30/2016,LB33115,33115,33115,LP33115
33116,525000,393750,11/1/2011,6,60,10/31/2013,LB33116,33116,33116,LP33116
33117,5000,2500,1/1/2012,7.75,84,10/31/2016,LB33117,33117,33117,LP33117
33118,50000,42500,10/18/2011,5.5,84,8/31/2014,LB33118,33118,33118,LP33118
33119,60000,30000,10/18/2011,7.25,60,6/30/2015,LB33119,33119,33119,LP33119
33120,35000,17500,5/1/2013,7.75,84,4/30/2018,LB33120,33120,33120,LP33120
33121,130000,65000,10/18/2011,6,84,11/30/2018,LB33121,33121,33121,LP33121
33122,150000,127500,7/1/2012,6.5,100,7/31/2016,LB33122,33122,33122,LP33122
33123,30000,15000,11/1/2011,5.75,107,12/31/2012,LB33123,33123,33123,LP33123
33124,20000,10000,11/1/2011,8.75,84,6/30/2018,LB33124,33124,33124,LP33124
33125,23200,11600,11/1/2011,4.55,60,10/31/2016,LB33125,33125,33125,LP33125
33126,250000,125000,5/29/2012,4.25,72,10/31/2017,LB33126,33126,33126,LP33126
33127,450000,337500,1/1/2012,5.25,120,9/30/2016,LB33127,33127,33127,LP33127
33128,25000,21250,10/18/2011,7.5,12,10/31/2012,LB33128,33128,33128,LP33128
33129,25000,12500,10/18/2011,7.25,84,9/30/2014,LB33129,33129,33129,LP33129
33130,16500,8250,1/1/2012,7.75,84,1/31/2019,LB33130,33130,33130,LP33130
33131,250000,187500,1/1/2012,6,120,8/31/2018,LB33131,33131,33131,LP33131
33132,3450000,2587500,10/1/2012,7.59,180,10/31/2015,LB33132,33132,33132,LP33132
33133,50000,25000,6/1/2012,8.44,84,10/31/2018,LB33133,33133,33133,LP33133
33134,350000,315000,2/1/2012,6,12,4/30/2013,LB33134,33134,33134,LP33134
33135,346600,259950,10/18/2011,6.25,300,11/30/2018,LB33135,33135,33135,LP33135
33136,20000,10000,1/1/2012,7.25,84,2/28/2014,LB33136,33136,33136,LP33136
33137,2517500,1888125,11/1/2011,3.25,300,7/31/2018,LB33137,33137,33137,LP33137
33138,64000,54400,10/18/2011,5.5,120,12/31/2015,LB33138,33138,33138,LP33138
33139,50000,42500,10/18/2011,6,120,5/31/2016,LB33139,33139,33139,LP33139
33140,650000,487500,10/18/2011,6,120,11/30/2013,LB33140,33140,33140,LP33140
33141,1300000,975000,10/18/2011,5.74,120,6/30/2017,LB33141,33141,33141,LP33141
33142,1200000,900000,11/1/2011,6,120,3/31/2017,LB33142,33142,33142,LP33142
33143,300000,150000,11/1/2011,4.25,84,1/31/2015,LB33143,33143,33143,LP33143
33144,70000,35000,10/18/2011,7.25,60,5/31/2014,LB33144,33144,33144,LP33144
33145,28000,14000,11/1/2011,6.5,48,10/31/2015,LB33145,33145,33145,LP33145
33146,325000,243750,10/18/2011,5.75,240,7/31/2020,LB33146,33146,33146,LP33146
33147,1550000,1162500,10/18/2011,6,120,11/30/2013,LB33147,33147,33147,LP33147
33148,25000,12500,11/1/2011,4.25,60,1/31/2017,LB33148,33148,33148,LP33148
33149,1120000,840000,10/18/2011,5.49,300,4/30/2017,LB33149,33149,33149,LP33149
33150,720000,540000,1/1/2012,5.25,300,3/31/2018,LB33150,33150,33150,LP33150
33151,258500,193875,10/18/2011,6,120,7/31/2017,LB33151,33151,33151,LP33151
33152,100000,85000,11/1/2011,6,120,7/31/2017,LB33152,33152,33152,LP33152
33153,15000,7500,10/18/2011,6.5,84,2/28/2014,LB33153,33153,33153,LP33153
33154,136000,115600,11/1/2011,5.75,120,4/30/2013,LB33154,33154,33154,LP33154
33155,180000,135000,11/1/2011,5.75,120,8/31/2015,LB33155,33155,33155,LP33155
33156,30000,15000,10/18/2011,8.75,84,2/28/2019,LB33156,33156,33156,LP33156
33157,725000,543750,11/1/2011,5.75,120,8/31/2015,LB33157,33157,33157,LP33157
33158,98000,73500,11/1/2011,4.25,60,6/30/2014,LB33158,33158,33158,LP33158
33159,10000,5000,1/1/2012,9.75,84,10/31/2018,LB33159,33159,33159,LP33159
33160,350000,175000,11/1/2011,4.25,84,11/30/2014,LB33160,33160,33160,LP33160
33161,25000,12500,10/18/2011,8.5,84,10/31/2014,LB33161,33161,33161,LP33161
33162,137000,68500,11/1/2011,4.5,36,7/31/2014,LB33162,33162,33162,LP33162
33163,50000,25000,11/1/2011,5,84,4/30/2020,LB33163,33163,33163,LP33163
33164,155000,116250,10/18/2011,6,120,12/31/2019,LB33164,33164,33164,LP33164
33165,500000,375000,11/1/2011,6,120,9/30/2014,LB33165,33165,33165,LP33165
33166,12400,6200,10/18/2011,6.5,36,10/31/2014,LB33166,33166,33166,LP33166
33167,1800000,1350000,11/1/2011,6,120,9/30/2014,LB33167,33167,33167,LP33167
33168,300000,150000,10/18/2011,4.75,84,8/31/2018,LB33168,33168,33168,LP33168
33169,570500,427875,11/1/2011,5.75,300,6/30/2019,LB33169,33169,33169,LP33169
33170,26000,13000,10/18/2011,8.55,84,10/31/2015,LB33170,33170,33170,LP33170
33171,130000,65000,10/18/2011,5.25,60,12/31/2016,LB33171,33171,33171,LP33171
33172,50000,25000,11/1/2011,6.85,57,7/31/2016,LB33172,33172,33172,LP33172
33173,100000,50000,10/18/2011,5.75,60,1/31/2016,LB33173,33173,33173,LP33173
33174,750000,675000,1/1/2012,4.25,12,2/28/2013,LB33174,33174,33174,LP33174
33175,65000,32500,10/18/2011,6.75,84,6/30/2018,LB33175,33175,33175,LP33175
33176,218800,164100,1/1/2012,5.75,120,4/30/2015,LB33176,33176,33176,LP33176
33177,100000,50000,11/1/2011,5.99,84,12/31/2013,LB33177,33177,33177,LP33177
33178,150000,75000,1/1/2012,4.5,12,10/31/2012,LB33178,33178,33178,LP33178
33179,648000,486000,10/18/2011,5.99,120,1/31/2019,LB33179,33179,33179,LP33179
33180,10000,5000,5/1/2012,4.25,60,9/30/2016,LB33180,33180,33180,LP33180
33181,318000,159000,11/1/2011,6,126,4/30/2015,LB33181,33181,33181,LP33181
33182,15000,7500,11/1/2011,5.75,36,11/30/2014,LB33182,33182,33182,LP33182
33183,15000,7500,11/1/2011,8.75,64,4/30/2017,LB33183,33183,33183,LP33183
33184,510000,382500,11/1/2011,5,300,6/30/2017,LB33184,33184,33184,LP33184
33185,50000,25000,11/1/2011,4.75,84,9/30/2014,LB33185,33185,33185,LP33185
33186,150000,75000,10/18/2011,5.5,4,1/31/2012,LB33186,33186,33186,LP33186
33187,25000,12500,10/18/2011,7.75,60,12/31/2016,LB33187,33187,33187,LP33187
33188,10000,5000,4/1/2012,9.75,84,11/30/2018,LB33188,33188,33188,LP33188
33189,94200,47100,10/18/2011,7.15,84,9/30/2016,LB33189,33189,33189,LP33189
33190,10000,5000,11/1/2011,6.5,60,10/31/2016,LB33190,33190,33190,LP33190
33191,570000,427500,12/1/2011,5.25,120,9/30/2017,LB33191,33191,33191,LP33191
33192,49600,24800,2/1/2012,7,84,10/31/2016,LB33192,33192,33192,LP33192
33193,84500,71825,10/18/2011,5.5,116,9/30/2017,LB33193,33193,33193,LP33193
33194,10000,5000,3/1/2014,7.25,84,4/30/2017,LB33194,33194,33194,LP33194
33195,10000,5000,10/18/2011,9.75,84,11/30/2018,LB33195,33195,33195,LP33195
33196,350000,175000,10/18/2011,5.1,12,10/31/2012,LB33196,33196,33196,LP33196
33197,14000,7000,12/1/2011,3.75,60,4/30/2018,LB33197,33197,33197,LP33197
33198,339400,169700,11/1/2011,6.65,60,11/30/2016,LB33198,33198,33198,LP33198
33199,340000,255000,2/1/2012,5.65,120,6/30/2017,LB33199,33199,33199,LP33199
33200,116400,58200,10/19/2011,5.75,84,7/31/2016,LB33200,33200,33200,LP33200
33201,25000,12500,10/19/2011,9.25,84,2/28/2014,LB33201,33201,33201,LP33201
33202,75000,37500,12/1/2011,6.25,84,12/31/2018,LB33202,33202,33202,LP33202
33203,630000,472500,10/19/2011,5,120,11/30/2015,LB33203,33203,33203,LP33203
33204,825000,618750,10/19/2011,6,120,2/28/2018,LB33204,33204,33204,LP33204
33205,25000,12500,11/1/2011,8.14,84,5/31/2013,LB33205,33205,33205,LP33205
33206,100000,50000,6/6/2012,6,84,12/31/2013,LB33206,33206,33206,LP33206
33207,40000,34000,11/1/2011,6,84,10/31/2018,LB33207,33207,33207,LP33207
33208,222200,111100,10/19/2011,3.62,126,11/30/2014,LB33208,33208,33208,LP33208
33209,3375000,2531250,12/1/2011,6,300,6/30/2018,LB33209,33209,33209,LP33209
33210,650000,487500,11/1/2011,6.75,240,12/31/2015,LB33210,33210,33210,LP33210
33211,585000,438750,11/1/2011,5.5,90,4/30/2019,LB33211,33211,33211,LP33211
33212,171000,128250,11/1/2011,6,84,11/30/2015,LB33212,33212,33212,LP33212
33213,50000,25000,10/19/2011,6.24,36,10/31/2014,LB33213,33213,33213,LP33213
33214,83300,41650,10/19/2011,5.5,84,11/30/2017,LB33214,33214,33214,LP33214
33215,250000,187500,12/1/2011,4.25,245,12/31/2015,LB33215,33215,33215,LP33215
33216,90000,45000,10/19/2011,6.5,60,4/30/2015,LB33216,33216,33216,LP33216
33217,10000,5000,10/19/2011,9.34,84,10/31/2018,LB33217,33217,33217,LP33217
33218,26000,13000,10/19/2011,8.5,84,5/31/2015,LB33218,33218,33218,LP33218
33219,150000,127500,10/19/2011,6,120,10/31/2013,LB33219,33219,33219,LP33219
33220,538500,403875,12/1/2011,5.25,300,5/31/2019,LB33220,33220,33220,LP33220
33221,200000,100000,10/19/2011,6.05,84,8/31/2018,LB33221,33221,33221,LP33221
33222,25000,12500,5/1/2012,9,60,5/31/2017,LB33222,33222,33222,LP33222
33223,235000,176250,10/19/2011,6,84,12/31/2018,LB33223,33223,33223,LP33223
33224,25000,12500,10/19/2011,6,72,12/31/2017,LB33224,33224,33224,LP33224
33225,250400,187800,11/1/2011,6,113,12/31/2019,LB33225,33225,33225,LP33225
33226,90000,45000,11/1/2011,7.95,85,9/30/2017,LB33226,33226,33226,LP33226
33227,48000,40800,1/1/2012,6.49,180,9/30/2019,LB33227,33227,33227,LP33227
33228,20000,10000,11/1/2011,6.06,72,2/28/2018,LB33228,33228,33228,LP33228
33229,130000,65000,11/1/2011,5.75,180,10/31/2014,LB33229,33229,33229,LP33229
33230,915500,686625,10/19/2011,6,300,9/30/2013,LB33230,33230,33230,LP33230
33231,915500,686625,10/19/2011,6,300,9/30/2013,LB33231,33231,33231,LP33231
33232,23000,11500,10/19/2011,7,24,2/28/2013,LB33232,33232,33232,LP33232
33233,45600,22800,10/19/2011,4.4,60,9/30/2016,LB33233,33233,33233,LP33233
33234,78800,66980,12/1/2011,7,48,12/31/2015,LB33234,33234,33234,LP33234
33235,135000,114750,1/1/2012,6,84,11/30/2014,LB33235,33235,33235,LP33235
33236,1200000,900000,11/1/2011,4.8,60,7/31/2016,LB33236,33236,33236,LP33236
33237,350000,175000,11/1/2011,4.5,60,4/30/2014,LB33237,33237,33237,LP33237
33238,50000,25000,11/4/2011,4.75,84,11/30/2015,LB33238,33238,33238,LP33238
33239,260000,130000,11/1/2011,4.5,71,10/31/2017,LB33239,33239,33239,LP33239
33240,350000,175000,11/1/2011,7.75,84,10/31/2014,LB33240,33240,33240,LP33240
33241,20400,10200,10/19/2011,8.75,84,4/30/2015,LB33241,33241,33241,LP33241
33242,27000,13500,11/1/2011,5.2,60,11/30/2015,LB33242,33242,33242,LP33242
33243,38000,19000,12/1/2011,7.75,84,1/31/2013,LB33243,33243,33243,LP33243
33244,65200,55420,10/19/2011,6,96,1/31/2019,LB33244,33244,33244,LP33244
33245,15000,7500,10/19/2011,8.5,84,6/30/2018,LB33245,33245,33245,LP33245
33246,180000,90000,11/1/2011,5.65,84,10/31/2018,LB33246,33246,33246,LP33246
33247,17000,14450,11/1/2011,6.5,36,4/30/2014,LB33247,33247,33247,LP33247
